exp_id,article_id,user,time,page_id,sentence_id,word,need_prediction,sentence_understand,mind_wandering,total_dwell_time_of_sentence,saccade_times_of_sentence,forward_times_of_sentence,backward_times_of_sentence,horizontal_saccade_proportion,saccade_velocity,saccade_duration,total_dwell_time_of_sentence_div_syllable,saccade_times_of_sentence_div_syllable,forward_times_of_sentence_div_syllable,backward_times_of_sentence_div_syllable,horizontal_saccade_proportion_div_syllable,saccade_velocity_div_syllable,saccade_duration_div_syllable,total_dwell_time_of_sentence_div_log,saccade_times_of_sentence_div_log,forward_times_of_sentence_div_log,backward_times_of_sentence_div_log,horizontal_saccade_proportion_div_log,saccade_velocity_div_log,saccade_duration_div_log,length
902,39,qxy,0,1588,11,Uploaded video shows deluges of near horizontal rain blown by winds gusting up to 185 kilometres an hour,0,1,1,5348,13,11,2,0.9230769230769231,0.9803094539551775,3948,198.07407407407408,0.48148148148148145,0.4074074074074074,0.07407407407407407,0.03418803418803419,0.03630775755389547,146.22222222222223,207.79087605800288,0.5051012320033728,0.4273933501567,0.07770788184667272,0.03586517623692587,0.038088885610562596,153.39535876533196,87
902,39,qxy,0,1588,12,A curfew is in place on the islands,0,0,1,4548,11,9,2,1.0,0.7296174111281385,1678,454.8,1.1,0.9,0.2,0.1,0.07296174111281385,167.8,533.4796383762082,1.2902981579019985,1.055698492828908,0.23459966507309066,0.11729983253654533,0.08558400014107839,196.82911899632307,28
902,39,qxy,0,1588,13,The far-right Italian party Brothers of Italy has suspended one of its candidates for praising Adolf Hitler on social media days before a general election in which he’s predicted to come top,0,1,1,9283,19,17,2,0.9473684210526315,0.9066469173199705,4543,189.44897959183675,0.3877551020408163,0.3469387755102041,0.04081632653061224,0.01933404940923738,0.01850299831265246,92.71428571428571,198.93635830671113,0.40717341461031037,0.3643130551776461,0.04286035943266425,0.020302275520735696,0.019429606377425482,97.35730645129685,159
902,39,qxy,0,1589,0,"In a Facebook post in 2014, Calogero Pisano, who had a leadership role, compared the party leader Giorgia Meloni to a great statesman of 70 years ago, adding that he was referring to a German and not the Italian dictator Benito Mussolini",0,1,1,8427,21,18,3,0.9047619047619048,-0.8270393327607973,-8570,138.14754098360655,0.3442622950819672,0.29508196721311475,0.04918032786885246,0.01483216237314598,-0.013558021848537662,-140.49180327868854,148.4752304359959,0.3699987942513248,0.31714182364399274,0.05285697060733212,0.01594099113554461,-0.014571597900948344,-150.99474603494542,196
1073,19,xuhailin,0,1824,0,Pro-government rallies are being held in parts of Iran in an attempt by the authorities to counter protests sparked by the death of a woman in police custody,0,0,1,36836,48,36,12,0.9583333333333334,-0.024135186228971414,-325946,920.9,1.2,0.9,0.3,0.023958333333333335,-0.0006033796557242853,-8148.65,985.3886039154578,1.2840333637729933,0.9630250228297449,0.3210083409432483,0.02563608278366219,-0.0006456330074765372,-8719.282058090668,130
1073,19,xuhailin,0,1824,1,"However, a BBC correspondent says videos and state television appear to show a low turnout",0,1,1,33673,41,29,12,0.975609756097561,1.2061949056507366,3870,1464.0434782608695,1.7826086956521738,1.2608695652173914,0.5217391304347826,0.042417815482502653,0.052443256767423334,168.2608695652174,1615.2121867871526,1.9666706161694312,1.3910597041198416,0.5756109120495896,0.046797635125982895,0.0578582458125991,185.63451913599266,76
1073,19,xuhailin,0,1824,2,Iranian state television says 41 people have been killed since anti-government unrest began more than a week ago,0,1,1,12145,20,17,3,0.95,1.1385936229408415,2429,449.81481481481484,0.7407407407407407,0.6296296296296297,0.1111111111111111,0.03518518518518518,0.04217013418299413,89.96296296296296,445.3667029255114,0.7334157314541151,0.6234033717359978,0.11001235971811726,0.03483724724407046,0.04175312373990741,89.07334058510227,95
1073,19,xuhailin,0,1824,3,At least 23 people were killed when an overcrowded boat capsized in a river in northern Bangladesh,0,1,1,9579,13,12,1,0.9230769230769231,0.9201159966640676,2532,416.4782608695652,0.5652173913043478,0.5217391304347826,0.043478260869565216,0.04013377926421405,0.04000504333322033,110.08695652173913,411.3563873972279,0.5582663154988999,0.5153227527682154,0.042943562730684615,0.03964021175140118,0.03951305902224978,108.73310083409343,82
1073,19,xuhailin,0,1824,4,Rescuers managed to pull some people from the water,0,1,1,5729,8,6,2,1.0,1.0113889891531256,953,440.6923076923077,0.6153846153846154,0.46153846153846156,0.15384615384615385,0.07692307692307693,0.0777991530117789,73.3076923076923,428.2662729671715,0.5980328475715434,0.4485246356786576,0.14950821189288585,0.07475410594644293,0.07560547964821857,71.24066296696012,43
1073,19,xuhailin,0,1824,5,But dozens are still missing,0,1,1,767,3,1,2,1.0,0.5817120959911223,801,127.83333333333333,0.5,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.09695201599852038,133.5,101.66572587402614,0.3976495145007541,0.13254983816691804,0.2650996763338361,0.13254983816691804,0.07710584418336194,106.17242037170135,24
1073,19,xuhailin,0,1824,6,The accident happened on Sunday in the Karatoya river in Panchgarh district,0,1,1,15088,24,17,7,0.9583333333333334,0.7473824500181032,5016,754.4,1.2,0.85,0.35,0.04791666666666667,0.03736912250090516,250.8,829.3366063968482,1.3191992678634914,0.9344328147366397,0.38476645312685165,0.05267635965427136,0.041081099203246006,275.7126469834697,64
1073,19,xuhailin,0,1824,7,Most of the passengers were Hindu pilgrims,0,1,0,9925,16,9,7,0.9375,0.8458111365944785,3815,902.2727272727273,1.4545454545454546,0.8181818181818182,0.6363636363636364,0.08522727272727272,0.07689192150858895,346.8181818181818,940.2402492163832,1.515752542817343,0.8526108053347555,0.6631417374825876,0.0888136255557037,0.08012752381476924,361.41224692801023,36
1073,19,xuhailin,0,1824,8,"Police in northern Kenya say cattle rustlers have killed at least 11 people, including 8 officers",0,1,1,13925,25,17,8,1.0,0.7203531943041235,3580,580.2083333333334,1.0416666666666667,0.7083333333333334,0.3333333333333333,0.041666666666666664,0.03001471642933848,149.16666666666666,591.5472647250326,1.0620238145871321,0.7221761939192498,0.33984762066788227,0.04248095258348528,0.030601289890595632,152.0818102488773,82
1073,19,xuhailin,0,1824,9,A local chief was also among the victims of the violence on Saturday in Turkana County,0,1,1,17972,33,26,7,0.9696969696969697,0.7829383250204724,5823,748.8333333333334,1.375,1.0833333333333333,0.2916666666666667,0.04040404040404041,0.03262243020918635,242.625,838.5454949806491,1.5397285407501347,1.213119456348591,0.32660908440154374,0.04524454848852554,0.03653068135397354,271.69209978145557,71
1073,19,xuhailin,0,1824,10,Here’s Will Ross,0,1,0,4905,4,3,1,0.75,0.43069471526132536,2947,1635.0,1.3333333333333333,1.0,0.3333333333333333,0.25,0.14356490508710845,982.3333333333334,1074.6331774532334,0.8763573312564594,0.6572679984423446,0.21908933281411486,0.16431699961058616,0.09436061781316894,645.6562638031965,14
1073,19,xuhailin,0,1824,11,A statement from the Kenyan police force described this as a criminal and cowardly ambush,0,0,1,6396,11,11,0,1.0,1.2325136556815044,936,278.0869565217391,0.4782608695652174,0.4782608695652174,0.0,0.043478260869565216,0.05358755024702193,40.69565217391305,301.6837542236617,0.5188432295904125,0.5188432295904125,0.0,0.04716756632640114,0.058134669602552494,44.14884208151147,75
1073,19,xuhailin,0,1824,12,Officers have been deployed to a remote part of Turkana County to recover stolen cattle when they were attacked,0,1,1,37869,65,47,18,0.9692307692307692,1.002661249221749,10694,1352.4642857142858,2.3214285714285716,1.6785714285714286,0.6428571428571429,0.03461538461538462,0.03580933032934818,381.92857142857144,1367.3888215171155,2.3470456943307854,1.6970945789776446,0.6499511153531405,0.034997367749784486,0.0362044887362805,386.14317931036027,93
1073,19,xuhailin,0,1824,13,The authorities have blamed what they called bandits from the Pokot ethnic group,0,1,1,9927,22,19,3,0.9545454545454546,0.7836939616285336,3198,551.5,1.2222222222222223,1.0555555555555556,0.16666666666666666,0.05303030303030303,0.04353855342380742,177.66666666666666,480.02061837313084,1.0638111820498517,0.9187460208612356,0.14506516118861615,0.04615709674183241,0.03789556362206279,154.63946182706482,68
1073,19,xuhailin,0,1824,14,Cattle rustling and clashes over access to pasture are common in the country's arid areas,0,1,1,12632,22,20,2,0.9090909090909091,1.227482089634187,3751,574.1818181818181,1.0,0.9090909090909091,0.09090909090909091,0.04132231404958678,0.05579464043791759,170.5,558.7421796820877,0.9731101926065491,0.8846456296423173,0.08846456296423173,0.04021116498374169,0.05429433330295513,165.9152878394166,75
1073,19,xuhailin,0,1824,15,"The ongoing drought in Kenya, the worst in four decades, has fueled tension as well over a million highly prized livestock have died",0,1,0,12640,20,17,3,0.95,1.1668954685860746,2683,421.3333333333333,0.6666666666666666,0.5666666666666667,0.1,0.03166666666666666,0.03889651561953582,89.43333333333334,381.3715365708721,0.6034359755868228,0.5129205792487994,0.09051539633802343,0.028663208840374085,0.03520733527470404,80.95093612497229,110
1073,19,xuhailin,0,1824,16,Kenya's new president William Ruto has pledged to end the insecurity,0,1,1,6442,7,6,1,0.8571428571428571,1.6982596333730937,931,357.8888888888889,0.3888888888888889,0.3333333333333333,0.05555555555555555,0.047619047619047616,0.09434775740961632,51.72222222222222,383.19165520958387,0.4163833571044842,0.35690002037527213,0.05948333672921203,0.050985717196467446,0.1010181496255599,55.378986494896395,58
1073,19,xuhailin,0,1824,17,The South Korean government says it will buy nearly half a million tonnes of rice this year from the country's farmers to stabilize falling prices,0,1,1,9323,22,20,2,0.9545454545454546,0.9193629677616139,3319,258.97222222222223,0.6111111111111112,0.5555555555555556,0.05555555555555555,0.026515151515151516,0.025537860215600384,92.19444444444444,256.1926781235161,0.6045520667936667,0.5495927879942424,0.05495927879942424,0.026230564881543388,0.02526376283153831,91.20492316764452,122
1073,19,xuhailin,0,1824,18,South Korea has grown too much rice for a number of years because consumption habits have changed,0,1,1,4517,10,10,0,0.9,1.4200435349388805,1136,205.3181818181818,0.45454545454545453,0.45454545454545453,0.0,0.04090909090909091,0.06454743340631275,51.63636363636363,184.67750497635768,0.40884991139330906,0.40884991139330906,0.0,0.036796492025397816,0.058058467343440265,46.44534993427991,81
1073,19,xuhailin,0,1825,0,"Officials have tried to persuade farmers to grow other crops such as wheat and soybeans, but with limited success",0,1,1,8793,20,15,5,0.95,-0.3628833905194928,-8872,314.0357142857143,0.7142857142857143,0.5357142857142857,0.17857142857142858,0.033928571428571426,-0.012960121089981886,-316.85714285714283,307.75728587147,0.7000051992982372,0.525003899473678,0.1750012998245593,0.03325024696666627,-0.012701013005130882,-310.52230640869806,95
1130,16,liuyiting,0,1929,0,"While human achievements in mathematics continue to reach new levels of complexity, many of us who aren't mathematicians at heart (or engineers by trade) may struggle to remember the last time we used calculus",0,1,1,5394,15,13,2,0.8666666666666667,-0.047740062617483855,-92446,94.63157894736842,0.2631578947368421,0.22807017543859648,0.03508771929824561,0.0152046783625731,-0.0008375449582014711,-1621.859649122807,108.9161435854587,0.30288137815756033,0.26249719440321895,0.04038418375434138,0.0174998129602146,-0.0009639717305941159,-1866.6781256769216,176
1130,16,liuyiting,0,1929,1,"It's a fact not lost on American educators, who amid rising math failure rates are debating how math can better meet the real-life needs of students",0,1,1,5965,15,13,2,0.8666666666666667,0.29362744400352575,13314,152.94871794871796,0.38461538461538464,0.3333333333333333,0.05128205128205128,0.022222222222222223,0.007528908820603224,341.38461538461536,160.4854961331311,0.4035678863364571,0.34975883482492953,0.053809051511527616,0.023317255654995303,0.007899907129791954,358.20685591223935,123
1130,16,liuyiting,0,1929,2,"Should we change the way math is taught in schools, or eliminate some courses entirely",0,1,1,2408,6,6,0,1.0,0.6349515162744733,1542,120.4,0.3,0.3,0.0,0.05,0.031747575813723665,77.1,112.41988440282462,0.2801159910369384,0.2801159910369384,0.0,0.0466859985061564,0.029643345540271804,71.98980969649317,72
1130,16,liuyiting,0,1929,3,"Andrew Hacker, Queens College political science professor, thinks that advanced algebra and other higher-level math should be cut from curricula in favor of courses with more routine usefulness, like statistics",0,1,1,3335,6,4,2,0.8333333333333334,0.8377417631938188,2677,59.55357142857143,0.10714285714285714,0.07142857142857142,0.03571428571428571,0.014880952380952382,0.014959674342746764,47.80357142857143,65.88608327165603,0.11853568204795689,0.07902378803197126,0.03951189401598563,0.016463289173327348,0.01655038188003955,52.88667014039677,181
1130,16,liuyiting,0,1929,4,"""We hear on all sides that we're not teaching enough mathematics, and the Chinese are running rings around us,"" Hacker says",0,1,1,4284,10,7,3,0.8,0.9645931601583091,3665,153.0,0.35714285714285715,0.25,0.10714285714285714,0.028571428571428574,0.03444975571993961,130.89285714285714,136.04422952684365,0.31756356098703,0.22229449269092097,0.09526906829610898,0.025405084878962397,0.030631963884360514,116.38704510174648,103
1130,16,liuyiting,0,1929,5,"""I'm suggesting we're teaching too much mathematics to too many people",0,1,1,1867,4,4,0,1.0,0.5926417370325693,1658,103.72222222222223,0.2222222222222222,0.2222222222222222,0.0,0.05555555555555555,0.03292454094625385,92.11111111111111,108.35516314802823,0.23214818028500958,0.23214818028500958,0.0,0.058037045071252395,0.03439517520326454,96.22542072813647,60
1130,16,liuyiting,0,1929,6,Not everybody has to know calculus,0,1,1,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
1130,16,liuyiting,0,1929,7,"If you're going to become an aeronautical engineer, fine",0,1,1,1715,6,5,1,0.8333333333333334,0.5597330728490065,3359,107.1875,0.375,0.3125,0.0625,0.052083333333333336,0.03498331705306291,209.9375,128.55277923360606,0.4497473325957064,0.37478944382975526,0.07495788876595105,0.06246490730495922,0.04195640941323981,251.7835483648296,48
1130,16,liuyiting,0,1929,8,"But most of us aren't""",0,1,1,586,1,1,0,1.0,0.9229865771812079,298,97.66666666666667,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.153831096196868,49.666666666666664,100.7372876133429,0.17190663415246227,0.17190663415246227,0.0,0.17190663415246227,0.1586675158511233,51.22817697743376,18
1130,16,liuyiting,0,1929,9,"Instead, Hacker is pushing for more courses like the one he teaches at Queens College: Numeracy 101",0,1,1,4154,8,6,2,0.875,0.8803236912407826,2723,159.76923076923077,0.3076923076923077,0.23076923076923078,0.07692307692307693,0.03365384615384615,0.03385860350926087,104.73076923076923,166.78676177257717,0.3212070520415545,0.24090528903116587,0.08030176301038862,0.03513202131704502,0.03534577221322392,109.33085033864411,83
1130,16,liuyiting,0,1929,10,"There, his students of ""citizen statistics"" learn to analyze public information like the federal budget and corporate reports",0,0,1,5661,13,11,2,0.8461538461538461,0.9664613417105868,4217,161.74285714285713,0.37142857142857144,0.3142857142857143,0.05714285714285714,0.024175824175824177,0.02761318119173105,120.48571428571428,188.43135616773412,0.43271641585948484,0.36614465957341025,0.06657175628607459,0.02816497381333925,0.03216951445013492,140.36654812918826,108
1130,16,liuyiting,0,1929,11,"Such courses, Hacker argues, are a remedy for the numerical illiteracy of adults who have completed high-level math like algebra but are unable to calculate the price of, say, a carpet by area",0,1,1,8196,21,15,6,0.9523809523809523,0.49365558146630223,11803,149.01818181818183,0.38181818181818183,0.2727272727272727,0.10909090909090909,0.017316017316017316,0.008975556026660041,214.6,174.67119722129428,0.4475469914162005,0.3196764224401432,0.1278705689760573,0.020296915710485284,0.010520670013383745,251.5427209374007,160
1149,50,dongfang,0,1959,0,What we have just seen to hold in the case of my (former) account also holds for Lewis’s account,0,1,1,5531,11,10,1,0.9090909090909091,-0.020061620923463058,-119358,240.47826086956522,0.4782608695652174,0.43478260869565216,0.043478260869565216,0.039525691699604744,-0.0008722443879766547,-5189.478260869565,222.1853461297871,0.44188009535846284,0.4017091775986026,0.04017091775986026,0.03651901614532751,-0.0008058937242459263,-4794.720401981401,78
1149,50,dongfang,0,1959,1,His account too says that to have psychological states is just to be a “model” of a certain theory,0,1,1,3193,8,7,1,0.875,0.7722108157143465,3153,114.03571428571429,0.2857142857142857,0.25,0.03571428571428571,0.03125,0.027578957704083803,112.60714285714286,137.66291512214866,0.3449117823292168,0.30179780953806473,0.0431139727911521,0.03772472619225809,0.03329307609774171,135.93835621050258,80
1149,50,dongfang,0,1959,2,He too needs to restrict the notion of a “realizer” so that highly disjunctive physical states (like the ones used in the proof in the Appendix) do not count as realizers even if they satisfy the postulates of folk psychology,0,1,1,9072,26,21,5,0.9230769230769231,0.7222424467782228,7106,146.32258064516128,0.41935483870967744,0.3387096774193548,0.08064516129032258,0.01488833746898263,0.0116490717222294,114.61290322580645,166.2834406782613,0.476561889069091,0.38491537194041964,0.09164651712867135,0.016919357008370096,0.013238200953942781,130.24803014326773,186
1149,50,dongfang,0,1959,3,Lewis does this by requiring the realizers to have the metaphysical property he calls naturalness or elite,0,1,1,4369,9,9,0,0.8888888888888888,0.7780342181673328,3327,145.63333333333333,0.3,0.3,0.0,0.029629629629629627,0.02593447393891109,110.9,172.59426821183064,0.3555386619149635,0.3555386619149635,0.0,0.035114929571848245,0.030735693872363145,131.43079202123153,90
1149,50,dongfang,0,1959,4,"But this means that his theory requires that each organism to which folk psychology applies be a model for folk psychology in just the sense that my account in “Philosophy and Our Mental Life” required, that is, that such an organism possess one physical state per propositional attitude",0,1,1,13079,23,23,0,0.8695652173913043,0.6695127870936644,9016,169.85714285714286,0.2987012987012987,0.2987012987012987,0.0,0.01129305477131564,0.008694971260956679,117.0909090909091,185.4231630633993,0.3260748337379145,0.3260748337379145,0.0,0.01232797102978883,0.00949179437986845,127.8213348252625,240
1149,50,dongfang,0,1959,5,But we have seen that we are not models of propositional-attitude theory in that (highly reductionist) sense,0,1,0,5050,13,11,2,0.9230769230769231,0.8492479772964517,2821,174.13793103448276,0.4482758620689655,0.3793103448275862,0.06896551724137931,0.03183023872679045,0.029284413010222474,97.27586206896552,206.89546241714885,0.5326021804797891,0.4506633834828985,0.08193879699689063,0.03781790630625722,0.03479317880585697,115.57467316411424,92
1149,50,dongfang,0,1959,6,"I can exploit my arguments to make a further point: folk psychology cannot play the explanatory role Lewis wishes it to play, the role of defining the propositional attitudes",0,1,1,4737,13,12,1,0.8461538461538461,0.4446238450005907,5550,100.7872340425532,0.2765957446808511,0.2553191489361702,0.02127659574468085,0.01800327332242226,0.009460081808523207,118.08510638297872,115.4888354833643,0.3169421282000709,0.29256196449237315,0.02438016370769776,0.020629369291128873,0.010840002129460437,135.30990857772258,146
1149,50,dongfang,0,1959,7,"If it could play this role, the “platitudes which are common knowledge among us” would already constitute a survey of all possible ways of having any belief that we can describe",0,1,1,7576,20,18,2,0.9,0.7468335268432508,6682,172.1818181818182,0.45454545454545453,0.4090909090909091,0.045454545454545456,0.020454545454545454,0.016973489246437518,151.86363636363637,172.89180350499134,0.45641975582099087,0.4107777802388918,0.045641975582099086,0.02053888901194459,0.017043478798036298,152.48984041979304,147
1149,50,dongfang,0,1959,8,And Lewis has not given us any reason to believe that they do this,0,1,1,3018,7,6,1,1.0,0.6003163305654408,1686,177.52941176470588,0.4117647058823529,0.35294117647058826,0.058823529411764705,0.058823529411764705,0.03531272532737887,99.17647058823529,171.5813990161169,0.39796878499430693,0.34111610142369164,0.05685268357061527,0.05685268357061527,0.03412959438390988,95.85362450005735,53
1149,50,dongfang,0,1959,9,Consider the belief that (apart from dirt) snow is normally white,0,0,1,4628,12,9,3,0.9166666666666666,0.7797652315089306,3556,289.25,0.75,0.5625,0.1875,0.057291666666666664,0.048735326969308164,222.25,273.65313286356877,0.7095586850395043,0.5321690137796282,0.17738967125987606,0.05420239955162879,0.04610743269241678,210.26589033337308,55
1149,50,dongfang,0,1959,10,Suppose someone who lives in a future super-scientific culture (and who speaks a language unrelated to any present-day language) has a belief that should be so interpreted,0,1,1,6393,17,16,1,0.9411764705882353,0.997859940267463,5256,138.97826086956522,0.3695652173913043,0.34782608695652173,0.021739130434782608,0.020460358056265983,0.02169260739711876,114.26086956521739,165.63848513804714,0.44045897815529506,0.4145496264991012,0.025909351656193826,0.024385272147005956,0.025853904096018267,136.17955230495477,145
1149,50,dongfang,0,1960,0,A problem in the radical interpretation of a language spoken by beings more sophisticated than we,0,1,1,2749,7,7,0,0.8571428571428571,-0.01922191683124794,-63149,91.63333333333334,0.23333333333333334,0.23333333333333334,0.0,0.02857142857142857,-0.000640730561041598,-2104.9666666666667,128.44247561907562,0.32706341554511803,0.32706341554511803,0.0,0.04004858149532057,-0.0008981122531645919,-2950.532518322665,82
1149,50,dongfang,0,1960,1,"How would this be determined using beliefs of our culture such that “everyone knows them, everyone knows that everyone knows them, and so on”",0,1,1,4032,10,10,0,0.9,0.6638662015353245,4196,115.2,0.2857142857142857,0.2857142857142857,0.0,0.025714285714285714,0.01896760575815213,119.88571428571429,112.513666832714,0.2790517530573264,0.2790517530573264,0.0,0.025114657775159373,0.018525302733394065,117.09011558285414,118
1149,50,dongfang,0,1960,2,These future speakers might believe that snow is white on the basis of a quantum mechanical calculation,0,1,1,4461,12,11,1,0.9166666666666666,0.5859150679830207,4148,159.32142857142858,0.42857142857142855,0.39285714285714285,0.03571428571428571,0.03273809523809524,0.02092553814225074,148.14285714285714,179.5034077904831,0.4828605455023083,0.4426221667104493,0.04023837879185902,0.0368851805592041,0.02357627244535862,166.90879522863122,87
1149,50,dongfang,0,1960,3,Perhaps it snows so rarely that that is now the “normal” way of fixing the belief that snow is white,0,1,1,5239,16,14,2,0.9375,0.7676766468154504,3841,218.29166666666666,0.6666666666666666,0.5833333333333334,0.08333333333333333,0.0390625,0.031986526950643766,160.04166666666666,201.30745387051232,0.6147965760504289,0.5379470040441253,0.07684957200630362,0.03602323687795482,0.029497810873500833,147.58960303810608,81
1149,50,dongfang,0,1960,4,So our platitudes about what “sensory stimulations” cause one to go into the mental state of believing that snow is white “with so-and-so probability” will not apply to these speakers,0,1,1,5665,15,15,0,0.8666666666666667,0.6718266893762541,6296,118.02083333333333,0.3125,0.3125,0.0,0.018055555555555557,0.013996389362005294,131.16666666666666,127.4511504293101,0.33746994817999143,0.33746994817999143,0.0,0.01949826367262173,0.015114754536649313,141.6473862494151,154
1149,50,dongfang,0,1960,5,"Imagine that they not only come to the belief in a different way than we, but that the sensory stimulations that suffice for us do not suffice for most of them, at least without lengthy calculation, they do not go immediately from the sensory stimulations to the “mental state”",0,1,1,8562,21,19,2,0.9047619047619048,0.6989907434656388,9274,114.16,0.28,0.25333333333333335,0.02666666666666667,0.012063492063492064,0.009319876579541852,123.65333333333334,126.46200188868657,0.3101730950318171,0.28063280026688214,0.029540294764934964,0.01336346667937534,0.010324196299968004,136.97834682500343,229
1158,45,ln,0,1984,0,"Many years ago, I published a series of papers in which I proposed a model of the mind which became widely known under the name “functionalism”",0,1,1,4701,12,11,1,0.8333333333333334,-0.02661731693964839,-145815,127.05405405405405,0.32432432432432434,0.2972972972972973,0.02702702702702703,0.022522522522522525,-0.0007193869443148214,-3940.945945945946,139.78496923919664,0.35682187425449047,0.32708671806661627,0.029735156187874208,0.024779296823228505,-0.0007914700765025948,-4335.831799534877,118
